gui/yes_u.png, 1, 1, 262, 124, 0, 0, 0, 0
gui/yes_d.png, 265, 1, 262, 124, 0, 0, 0, 0
gui/textbox.png, 529, 1, 475, 108, 0, 0, 0, 0
gui/table.png, 1006, 1, 128, 72, 0, 0, 0, 0
gui/sub_u.png, 1136, 1, 105, 124, 0, 0, 0, 0
gui/sub_d.png, 1006, 75, 105, 124, 0, 0, 0, 0
gui/star.png, 529, 111, 50, 48, 0, 0, 0, 0
gui/small_true.png, 1243, 1, 543, 124, 0, 0, 0, 0
gui/small_false.png, 1113, 127, 543, 124, 0, 0, 0, 0
gui/scores_u.png, 1, 127, 447, 124, 0, 0, 0, 0
gui/scores_d.png, 450, 161, 447, 124, 0, 0, 0, 0
gui/rules_u.png, 1, 253, 447, 124, 0, 0, 0, 0
gui/rules_d.png, 899, 253, 447, 124, 0, 0, 0, 0
gui/resume_u.png, 1658, 127, 313, 124, 0, 0, 0, 0
gui/resume_d.png, 450, 287, 313, 124, 0, 0, 0, 0
gui/quit_u.png, 1788, 1, 193, 124, 0, 0, 0, 0
gui/quit_d.png, 1, 379, 193, 124, 0, 0, 0, 0
gui/prev_u.png, 1348, 253, 262, 124, 0, 0, 0, 0
gui/prev_d.png, 1612, 253, 262, 124, 0, 0, 0, 0
gui/player_panel.png, 765, 379, 1235, 266, 0, 0, 0, 0
gui/play_u.png, 196, 413, 447, 124, 0, 0, 0, 0
gui/play_d.png, 1, 539, 447, 124, 0, 0, 0, 0
gui/pause_u.png, 765, 287, 80, 80, 0, 0, 0, 0
gui/pause_d.png, 899, 111, 80, 80, 0, 0, 0, 0
gui/okay_u.png, 450, 539, 262, 124, 0, 0, 0, 0
gui/okay_d.png, 714, 647, 262, 124, 0, 0, 0, 0
gui/no_u.png, 1, 665, 262, 124, 0, 0, 0, 0
gui/no_d.png, 265, 665, 262, 124, 0, 0, 0, 0
gui/next_u.png, 978, 647, 262, 124, 0, 0, 0, 0
gui/next_d.png, 1242, 647, 262, 124, 0, 0, 0, 0
gui/message_window.png, 529, 773, 659, 392, 0, 0, 0, 0
